institution_name,longitude,latitude,fips_state_code,total_enrollment,full-time_enrollment,part-time_enrollment,control,level
East Mississippi Community College,-88.48351600000002,32.830246,Mississippi,4000.0,2360.0,1640.0,Public,2-year
East San Gabriel Valley Regional Occupational Program,-117.937116,34.076805,California,139.0,66.0,73.0,Public,2-year
East Stroudsburg University of Pennsylvania,-75.173905,40.99599,Pennsylvania,6412.0,5550.0,862.0,Public,4-year or above
East Tennessee State University,-82.366954,36.301643,Tennessee,14317.0,11515.0,2802.0,Public,4-year or above
East Texas Baptist University,-94.374488,32.557846999999995,Texas,1613.0,1327.0,286.0,Private not-for-profit,4-year or above
East-West University,-88.631351,44.88177,Wisconsin,11.0,10.0,1.0,Private not-for-profit,4-year or above
East-West University,-87.62479300000003,41.871309,Illinois,394.0,389.0,5.0,Private not-for-profit,4-year or above
Eastern Arizona College,-109.76234,32.843664000000004,Arizona,6040.0,1983.0,4057.0,Public,2-year
Eastern Connecticut State University,-72.218753,41.721673,Connecticut,5208.0,4331.0,877.0,Public,4-year or above
Eastern Florida State College,-80.756474,28.38361,Florida,15820.0,5320.0,10500.0,Public,4-year or above
Eastern Gateway Community College,-80.672337,40.376056,Ohio,13940.0,1765.0,12175.0,Public,2-year
Eastern Illinois University,-88.175658,39.479843,Illinois,7526.0,4767.0,2759.0,Public,4-year or above
Eastern International College-Belleville,-74.152439,40.789635,New Jersey,257.0,156.0,101.0,Private for-profit,4-year or above
Eastern International College-Jersey City,-74.060452,40.73517800000001,New Jersey,295.0,222.0,73.0,Private for-profit,4-year or above
Eastern Iowa Community College District,-90.574459,41.522179,Iowa,7771.0,2404.0,5367.0,Public,2-year
Eastern Kentucky University,-84.30079599999998,37.740845,Kentucky,15815.0,11166.0,4649.0,Public,4-year or above
Eastern Maine Community College,-68.74445,44.826048,Maine,2396.0,1003.0,1393.0,Public,2-year
Eastern Mennonite University,-78.880326,38.471134,Virginia,1444.0,975.0,469.0,Private not-for-profit,4-year or above
Eastern Michigan University,-83.622501,42.24694,Michigan,19123.0,12358.0,6765.0,Public,4-year or above
Eastern Nazarene College,-71.01107900000002,42.271228,Massachusetts,848.0,677.0,171.0,Private not-for-profit,4-year or above
Eastern New Mexico University Ruidoso Branch Community College,-105.677273,33.346376,New Mexico,605.0,144.0,461.0,Public,2-year
Eastern New Mexico University-Main Campus,-103.34819,34.175592,New Mexico,6005.0,2803.0,3202.0,Public,4-year or above
Eastern New Mexico University-Roswell Campus,-104.525718,33.313167,New Mexico,2427.0,972.0,1455.0,Public,2-year
Eastern Oklahoma State College,-95.328995,34.914079,Oklahoma,1541.0,781.0,760.0,Public,2-year
Eastern Oregon University,-118.092495,45.319795,Oregon,2978.0,1767.0,1211.0,Public,4-year or above
Eastern Shore Community College,-75.750791,37.640453,Virginia,654.0,144.0,510.0,Public,2-year
Eastern University,-75.370316,40.050448,Pennsylvania,3256.0,1834.0,1422.0,Private not-for-profit,4-year or above
Eastern Virginia Career College,-77.495581,38.24116,Virginia,235.0,204.0,31.0,Private for-profit,2-year
Eastern Washington University,-117.583808,47.490667,Washington,12633.0,10885.0,1748.0,Public,4-year or above
Eastern West Virginia Community and Technical College,-78.932546,39.075562,West Virginia,483.0,133.0,350.0,Public,2-year
Eastern Wyoming College,-104.190823,42.079354,Wyoming,1462.0,541.0,921.0,Public,2-year
Eastfield College,-96.659462,32.815673,Texas,16769.0,2783.0,13986.0,Public,2-year
Eastwick College-Hackensack,-74.040491,40.885847,New Jersey,376.0,258.0,118.0,Private for-profit,2-year
Eastwick College-Nutley,-74.144192,40.810742,New Jersey,487.0,310.0,177.0,Private for-profit,2-year
Eastwick College-Ramsey,-74.131486,41.057866,New Jersey,740.0,290.0,450.0,Private for-profit,4-year or above
Ecclesia College,-94.236643,36.2141,Arkansas,218.0,133.0,85.0,Private not-for-profit,4-year or above
Eckerd College,-82.687043,27.715798,Florida,2006.0,1940.0,66.0,Private not-for-profit,4-year or above
ECPI University,-76.17877299999998,36.842526,Virginia,12947.0,12810.0,137.0,Private for-profit,4-year or above
Edgecombe Community College,-77.571786,35.879867,North Carolina,2012.0,650.0,1362.0,Public,2-year
Edgewood College,-89.422884,43.057059,Wisconsin,2190.0,1417.0,773.0,Private not-for-profit,4-year or above
Edinboro University of Pennsylvania,-80.121318,41.870717,Pennsylvania,4834.0,3840.0,994.0,Public,4-year or above
Edison State Community College,-84.212385,40.157699,Ohio,3676.0,865.0,2811.0,Public,2-year
Edmonds Community College,-122.327598,47.816376,Washington,8041.0,3577.0,4464.0,Public,4-year or above
Edward Waters College,-81.68487900000002,30.344790000000003,Florida,2906.0,925.0,1981.0,Private not-for-profit,4-year or above
El Camino Community College District,-118.329913,33.885228999999995,California,24820.0,7782.0,17038.0,Public,2-year
El Centro College,-96.805353,32.779810999999995,Texas,11729.0,1601.0,10128.0,Public,2-year
El Paso Community College,-106.373616,31.773359000000006,Texas,28819.0,8824.0,19995.0,Public,2-year
Elgin Community College,-88.32194,42.018066,Illinois,9567.0,3055.0,6512.0,Public,2-year
Elim Bible Institute and College,-77.615151,42.909692,New York,113.0,93.0,20.0,Private not-for-profit,2-year
Elizabeth City State University,-76.21404100000002,36.277978,North Carolina,1677.0,1433.0,244.0,Public,4-year or above
Elizabethtown College,-76.59322399999998,40.149236,Pennsylvania,1687.0,1641.0,46.0,Private not-for-profit,4-year or above
Elizabethtown College School of Continuing and Professional Studies,-76.59322399999998,40.149236,Pennsylvania,320.0,0.0,320.0,Private not-for-profit,4-year or above
Elizabethtown Community and Technical College,-85.879927,37.692858,Kentucky,6399.0,2286.0,4113.0,Public,2-year
Ellsworth Community College,-93.265853,42.527524,Iowa,796.0,611.0,185.0,Public,2-year
Elmhurst College,-87.945369,41.897164,Illinois,3426.0,2871.0,555.0,Private not-for-profit,4-year or above
Elmira Business Institute,-76.809088,42.090251,New York,146.0,105.0,41.0,Private for-profit,2-year
Elmira College,-76.813459,42.0961,New York,892.0,747.0,145.0,Private not-for-profit,4-year or above
Elon University,-79.50344,36.104148,North Carolina,6991.0,6703.0,288.0,Private not-for-profit,4-year or above
Elyon College,-73.980593,40.611081,New York,41.0,41.0,0.0,Private not-for-profit,2-year
Embry-Riddle Aeronautical University-Daytona Beach,-81.048367,29.189903,Florida,6613.0,6133.0,480.0,Private not-for-profit,4-year or above
Embry-Riddle Aeronautical University-Prescott,-112.449741,34.616766,Arizona,2776.0,2637.0,139.0,Private not-for-profit,4-year or above
Embry-Riddle Aeronautical University-Worldwide,-81.048367,29.189903,Florida,14168.0,4265.0,9903.0,Private not-for-profit,4-year or above
Emerson College,-71.065384,42.352202,Massachusetts,4573.0,4407.0,166.0,Private not-for-profit,4-year or above
Emmanuel College,-71.103634,42.340602,Massachusetts,2209.0,1942.0,267.0,Private not-for-profit,4-year or above
Emmanuel College,-83.14822,34.283641,Georgia,920.0,811.0,109.0,Private not-for-profit,4-year or above
Emmaus Bible College,-90.706011,42.508307,Iowa,238.0,219.0,19.0,Private not-for-profit,4-year or above
Emory & Henry College,-81.829142,36.772857,Virginia,1246.0,1219.0,27.0,Private not-for-profit,4-year or above
Emory University,-84.325512,33.790183,Georgia,14458.0,12902.0,1556.0,Private not-for-profit,4-year or above
Emory University-Oxford College,-83.87114100000002,33.6191,Georgia,993.0,990.0,3.0,Private not-for-profit,2-year
Empire College,-122.72933700000002,38.468052,California,400.0,375.0,25.0,Private for-profit,4-year or above
Emporia State University,-96.179021,38.414784,Kansas,5796.0,3715.0,2081.0,Public,4-year or above
Endicott College,-70.840847,42.553296,Massachusetts,4794.0,3389.0,1405.0,Private not-for-profit,4-year or above
Enterprise State Community College,-85.836956,31.297496,Alabama,1705.0,899.0,806.0,Public,2-year
Epic Bible College,-121.362642,38.645152,California,155.0,48.0,107.0,Private not-for-profit,4-year or above
Erie Community College,-78.872679,42.881771,New York,10529.0,6706.0,3823.0,Public,2-year
Erie Institute of Technology Inc,-80.100853,42.071725,Pennsylvania,182.0,182.0,0.0,Private for-profit,2-year
Erskine College,-82.39095,34.332087,South Carolina,693.0,574.0,119.0,Private not-for-profit,4-year or above
Essex County College,-74.178234,40.738444,New Jersey,7514.0,3589.0,3925.0,Public,2-year
Estrella Mountain Community College,-112.343158,33.480722,Arizona,9976.0,3115.0,6861.0,Public,2-year
ETI Technical College,-80.723213,41.18694,Ohio,129.0,88.0,41.0,Private for-profit,2-year
Eureka College,-89.269624,40.71482,Illinois,567.0,548.0,19.0,Private not-for-profit,4-year or above
Evangel University,-93.262614,37.220956,Missouri,2098.0,1589.0,509.0,Private not-for-profit,4-year or above
Everett Community College,-122.204736,48.006626,Washington,7957.0,4086.0,3871.0,Public,2-year
Everglades University,-80.108331,26.391218,Florida,2262.0,2077.0,185.0,Private not-for-profit,4-year or above
Evergreen Valley College,-121.76561,37.30167,California,9598.0,3138.0,6460.0,Public,2-year
Excelsior College,-73.862981,42.705487,New York,30008.0,0.0,30008.0,Private not-for-profit,4-year or above
Fairfield University,-73.255903,41.157673,Connecticut,5273.0,4461.0,812.0,Private not-for-profit,4-year or above
Fairleigh Dickinson University-Florham Campus,-74.432121,40.774498,New Jersey,3483.0,3172.0,311.0,Private not-for-profit,4-year or above
Fairleigh Dickinson University-Metropolitan Campus,-74.028986,40.897209,New Jersey,7871.0,2802.0,5069.0,Private not-for-profit,4-year or above
Fairmont State University,-80.162433,39.483079,West Virginia,3947.0,3217.0,730.0,Public,4-year or above
Faith Baptist Bible College and Theological Seminary,-93.624422,41.737082,Iowa,353.0,251.0,102.0,Private not-for-profit,4-year or above
Faith International University,-122.51687,47.280168,Washington,196.0,129.0,67.0,Private not-for-profit,4-year or above
Faith Theological Seminary,-76.605906,39.371639,Maryland,117.0,53.0,64.0,Private not-for-profit,4-year or above
Family of Faith Christian University,-96.901413,35.462234,Oklahoma,102.0,18.0,84.0,Private not-for-profit,4-year or above
Farmingdale State College,-73.42832,40.754224,New York,9970.0,7716.0,2254.0,Public,4-year or above
Fashion Institute of Technology,-73.994781,40.74731,New York,8767.0,7406.0,1361.0,Public,4-year or above
Faulkner University,-86.21641,32.384181,Alabama,3178.0,2185.0,993.0,Private not-for-profit,4-year or above
Fayetteville State University,-78.891696,35.073640999999995,North Carolina,6318.0,4456.0,1862.0,Public,4-year or above
Fayetteville Technical Community College,-78.92658,35.068851,North Carolina,11534.0,4509.0,7025.0,Public,2-year
Feather River Community College District,-120.973067,39.953101,California,2216.0,554.0,1662.0,Public,4-year or above
Felbry College School of Nursing,-82.951066,40.09578,Ohio,253.0,130.0,123.0,Private for-profit,2-year
Felician University,-74.096452,40.867272,New Jersey,2004.0,1544.0,460.0,Private not-for-profit,4-year or above
Ferris State University,-85.481925,43.687724,Michigan,13250.0,8916.0,4334.0,Public,4-year or above
Ferrum College,-80.02163900000002,36.926912,Virginia,1124.0,1104.0,20.0,Private not-for-profit,4-year or above
FIDM-Fashion Institute of Design & Merchandising-Los Angeles,-118.25993,34.044209,California,2221.0,2007.0,214.0,Private for-profit,4-year or above
FIDM-Fashion Institute of Design & Merchandising-Orange County,-117.852254,33.691963,California,64.0,59.0,5.0,Private for-profit,2-year
FIDM-Fashion Institute of Design & Merchandising-San Diego,-117.155894,32.708877,California,66.0,61.0,5.0,Private for-profit,2-year
FIDM-Fashion Institute of Design & Merchandising-San Francisco,-122.406651,37.78635300000001,California,218.0,169.0,49.0,Private for-profit,4-year or above
FINE Mortuary College,-71.19293,42.181479,Massachusetts,101.0,24.0,77.0,Private for-profit,2-year
Finger Lakes Community College,-77.241801,42.867556,New York,5944.0,2377.0,3567.0,Public,2-year
Finlandia University,-88.588756,47.127868,Michigan,456.0,376.0,80.0,Private not-for-profit,4-year or above
Fisher College,-71.074125,42.35525300000001,Massachusetts,1662.0,713.0,949.0,Private not-for-profit,4-year or above
Fisk University,-86.804805,36.167087,Tennessee,780.0,749.0,31.0,Private not-for-profit,4-year or above
Fitchburg State University,-71.789666,42.588298,Massachusetts,7199.0,3695.0,3504.0,Public,4-year or above
Five Towns College,-73.369348,40.794506,New York,636.0,601.0,35.0,Private for-profit,4-year or above
Flagler College-St Augustine,-81.314887,29.892733000000003,Florida,2608.0,2555.0,53.0,Private not-for-profit,4-year or above
Flagler College-Tallahassee,-84.339,30.443866,Florida,396.0,365.0,31.0,Private not-for-profit,4-year or above
Flathead Valley Community College,-114.327258,48.227389,Montana,2351.0,848.0,1503.0,Public,2-year
Fletcher Technical Community College,-90.811707,29.690884000000004,Louisiana,2161.0,1159.0,1002.0,Public,2-year
Flint Hills Technical College,-96.224141,38.41888,Kansas,1425.0,287.0,1138.0,Public,2-year
Florence-Darlington Technical College,-79.81469,34.243882,South Carolina,4182.0,1719.0,2463.0,Public,2-year
Florida Agricultural and Mechanical University,-84.290226,30.428504,Florida,10021.0,8580.0,1441.0,Public,4-year or above
Florida Atlantic University,-80.10297800000002,26.372421000000006,Florida,29772.0,18562.0,11210.0,Public,4-year or above
Florida Career College,-80.246116,26.010968,Florida,707.0,707.0,0.0,Private for-profit,2-year
Florida Career College-Boynton Beach,-80.092161,26.542890000000003,Florida,458.0,458.0,0.0,Private for-profit,2-year
Florida Career College-Hialeah,-80.319292,25.855552,Florida,633.0,633.0,0.0,Private for-profit,2-year
Florida Career College-Houston Campus,-95.431325,30.022309000000003,Texas,394.0,394.0,0.0,Private for-profit,2-year
Florida Career College-Jacksonville,-81.751361,30.19576,Florida,398.0,398.0,0.0,Private for-profit,2-year
Florida Career College-Lauderdale Lakes,-80.205267,26.16574,Florida,787.0,787.0,0.0,Private for-profit,2-year
Florida Career College-Margate,-80.203455,26.270878000000003,Florida,460.0,460.0,0.0,Private for-profit,2-year
Florida Career College-Miami,-80.36778000000002,25.756567,Florida,444.0,444.0,0.0,Private for-profit,2-year
Florida Career College-Orlando,-81.309471,28.56052,Florida,889.0,889.0,0.0,Private for-profit,2-year
Florida Career College-Tampa,-82.33700400000002,27.980705,Florida,538.0,538.0,0.0,Private for-profit,2-year
Florida Career College-West Palm Beach,-80.136749,26.705217,Florida,764.0,764.0,0.0,Private for-profit,2-year
Florida College,-82.383289,28.034936,Florida,508.0,494.0,14.0,Private not-for-profit,4-year or above
Florida Education Institute,-80.29049599999998,25.76325,Florida,268.0,268.0,0.0,Private for-profit,2-year
Florida Gateway College,-82.5679,30.175298,Florida,3385.0,1218.0,2167.0,Public,4-year or above
Florida Gulf Coast University,-81.7726,26.463638,Florida,15031.0,11651.0,3380.0,Public,4-year or above
Florida Institute of Technology,-80.622893,28.065815,Florida,6271.0,4519.0,1752.0,Private not-for-profit,4-year or above
Florida Institute of Technology-Online,-80.62437800000002,28.065754,Florida,2310.0,907.0,1403.0,Private not-for-profit,4-year or above
Florida International University,-80.373928,25.75732,Florida,57942.0,34686.0,23256.0,Public,4-year or above
Florida Keys Community College,-81.74446,24.582748,Florida,862.0,371.0,491.0,Public,4-year or above
Florida Memorial University,-80.270753,25.918278,Florida,1189.0,1086.0,103.0,Private not-for-profit,4-year or above
Florida National University-Main Campus,-80.321846,25.86178,Florida,4044.0,2687.0,1357.0,Private for-profit,4-year or above
Florida Polytechnic University,-81.845995,28.150149,Florida,1425.0,1271.0,154.0,Public,4-year or above
Florida Southern College,-81.948203,28.032443,Florida,3154.0,2840.0,314.0,Private not-for-profit,4-year or above
Florida SouthWestern State College,-81.887102,26.552403,Florida,16556.0,6072.0,10484.0,Public,4-year or above
